ID,Primary Cell Line Name,Compound,IC50 (uM)
5211,NCI-H661,RAF265,-0.9
5212,NCI-H661,TAE684,-0.9
5213,NCI-H661,TKI258,-0.9
5214,NCI-H661,Erlotinib,-0.9
5215,SK-N-AS,AEW541,-0.9
5216,SK-N-AS,17-AAG,0.41
5217,SK-N-AS,PHA-665752,-0.9
5218,SK-N-AS,Lapatinib,-0.9
5219,SK-N-AS,Nutlin-3,-0.9
5220,SK-N-AS,AZD0530,-0.9
5221,SK-N-AS,PF2341066,-0.47
5222,SK-N-AS,L-685458,-0.9
5223,SK-N-AS,ZD-6474,-0.9
5224,SK-N-AS,Panobinostat,1.76
5225,SK-N-AS,Sorafenib,-0.9
5226,SK-N-AS,Topotecan,0.6
5227,SK-N-AS,LBW242,-0.9
5228,SK-N-AS,PD-0325901,1.25
5229,SK-N-AS,PD-0332991,-0.9
5230,SK-N-AS,Paclitaxel,2.12
5231,SK-N-AS,AZD6244,0.69
5232,SK-N-AS,PLX4720,-0.9
5233,SK-N-AS,TAE684,-0.49
5234,SK-N-AS,TKI258,-0.9
5235,SK-N-AS,Erlotinib,-0.9
5236,MDA-MB-157,AEW541,-0.9
5237,MDA-MB-157,Nilotinib,-0.9
5238,MDA-MB-157,17-AAG,-0.9
5239,MDA-MB-157,PHA-665752,-0.9
5240,MDA-MB-157,Lapatinib,-0.9
5241,MDA-MB-157,Nutlin-3,-0.9
5242,MDA-MB-157,AZD0530,-0.9
5243,MDA-MB-157,PF2341066,-0.9
5244,MDA-MB-157,L-685458,-0.9
5245,MDA-MB-157,ZD-6474,-0.9
5246,MDA-MB-157,Panobinostat,1.07
5247,MDA-MB-157,Sorafenib,-0.9
5248,MDA-MB-157,Topotecan,0.66
5249,MDA-MB-157,LBW242,-0.9
5250,MDA-MB-157,PD-0325901,-0.9
5251,MDA-MB-157,PD-0332991,-0.9
5252,MDA-MB-157,Paclitaxel,-0.9
5253,MDA-MB-157,AZD6244,-0.9
5254,MDA-MB-157,PLX4720,-0.9
5255,MDA-MB-157,RAF265,-0.9
5256,MDA-MB-157,TAE684,0.04
5257,MDA-MB-157,TKI258,-0.5
5258,MDA-MB-157,Erlotinib,-0.9
5259,SU-DHL-4,AEW541,-0.57
5260,SU-DHL-4,Nilotinib,-0.7
5261,SU-DHL-4,17-AAG,0.62
5262,SU-DHL-4,PHA-665752,-0.36
5263,SU-DHL-4,Lapatinib,-0.7
5264,SU-DHL-4,Nutlin-3,-0.9
5265,SU-DHL-4,AZD0530,0.21
5266,SU-DHL-4,PF2341066,-0.59
5267,SU-DHL-4,L-685458,-0.69
5268,SU-DHL-4,ZD-6474,-0.45
5269,SU-DHL-4,Panobinostat,1.87
5270,SU-DHL-4,Sorafenib,-0.66
5271,SU-DHL-4,Irinotecan,1.23
5272,SU-DHL-4,Topotecan,1.24
5273,SU-DHL-4,LBW242,-0.9
5274,SU-DHL-4,PD-0325901,-0.9
5275,SU-DHL-4,PD-0332991,0.2
5276,SU-DHL-4,Paclitaxel,2.35
5277,SU-DHL-4,AZD6244,-0.9
5278,SU-DHL-4,PLX4720,-0.56
5279,SU-DHL-4,RAF265,-0.51
5280,SU-DHL-4,TAE684,-0.59
5281,SU-DHL-4,TKI258,-0.38
5282,SU-DHL-4,Erlotinib,-0.9
5283,SK-MEL-24,AEW541,-0.64
5284,SK-MEL-24,Nilotinib,-0.84
5285,SK-MEL-24,17-AAG,0.76
5286,SK-MEL-24,PHA-665752,-0.9
5287,SK-MEL-24,Lapatinib,-0.9
5288,SK-MEL-24,Nutlin-3,-0.9
5289,SK-MEL-24,AZD0530,-0.9
5290,SK-MEL-24,PF2341066,-0.9
5291,SK-MEL-24,L-685458,-0.9
5292,SK-MEL-24,ZD-6474,-0.61
5293,SK-MEL-24,Panobinostat,1
5294,SK-MEL-24,Sorafenib,-0.9
5295,SK-MEL-24,Irinotecan,0.75
5296,SK-MEL-24,Topotecan,0.41
5297,SK-MEL-24,LBW242,-0.9
5298,SK-MEL-24,PD-0325901,1.1
5299,SK-MEL-24,PD-0332991,-0.9
5300,SK-MEL-24,Paclitaxel,0.99
5301,SK-MEL-24,AZD6244,-0.36
5302,SK-MEL-24,PLX4720,-0.71
5303,SK-MEL-24,RAF265,-0.8
5304,SK-MEL-24,TAE684,-0.62
5305,SK-MEL-24,TKI258,-0.9
5306,SK-MEL-24,Erlotinib,-0.9
5307,A2058,AEW541,-0.74
5308,A2058,Nilotinib,-0.9
5309,A2058,17-AAG,1.37
5310,A2058,PHA-665752,-0.9
5311,A2058,Lapatinib,-0.9
5312,A2058,Nutlin-3,-0.9
5313,A2058,AZD0530,-0.9
5314,A2058,PF2341066,-0.9
5315,A2058,L-685458,-0.9
5316,A2058,ZD-6474,-0.9
5317,A2058,Panobinostat,1.16
5318,A2058,Sorafenib,-0.9
5319,A2058,Irinotecan,0.84
5320,A2058,Topotecan,0.51
5321,A2058,LBW242,-0.9
5322,A2058,PD-0325901,0.69
5323,A2058,PD-0332991,-0.9
5324,A2058,Paclitaxel,2.54
5325,A2058,AZD6244,-0.7
5326,A2058,PLX4720,-0.9
5327,A2058,RAF265,-0.74
5328,A2058,TAE684,-0.69
5329,A2058,TKI258,-0.75
5330,A2058,Erlotinib,-0.9
5331,EBC-1,AEW541,-0.71
5332,EBC-1,Nilotinib,-0.9
5333,EBC-1,17-AAG,1.73
5334,EBC-1,PHA-665752,0.57
5335,EBC-1,Lapatinib,-0.8
5336,EBC-1,Nutlin-3,-0.9
5337,EBC-1,AZD0530,-0.68
5338,EBC-1,PF2341066,1.41
5339,EBC-1,L-685458,-0.9
5340,EBC-1,ZD-6474,-0.61
5341,EBC-1,Panobinostat,1.35
5342,EBC-1,Sorafenib,-0.9
5343,EBC-1,Irinotecan,0.91
5344,EBC-1,Topotecan,1.03
5345,EBC-1,LBW242,-0.9
5346,EBC-1,PD-0325901,1.34
5347,EBC-1,PD-0332991,-0.9
5348,EBC-1,Paclitaxel,2.6
5349,EBC-1,AZD6244,0.13
5350,EBC-1,PLX4720,-0.9
5351,EBC-1,RAF265,-0.9
5352,EBC-1,TAE684,-0.35
5353,EBC-1,TKI258,-0.9
5354,EBC-1,Erlotinib,-0.9
5355,KYSE-180,AEW541,-0.56
5356,KYSE-180,17-AAG,1.12
5357,KYSE-180,PHA-665752,-0.9
5358,KYSE-180,Lapatinib,0.06
5359,KYSE-180,Nutlin-3,-0.9
5360,KYSE-180,AZD0530,-0.47
5361,KYSE-180,PF2341066,-0.9
5362,KYSE-180,ZD-6474,-0.66
5363,KYSE-180,Panobinostat,0.99
5364,KYSE-180,Sorafenib,-0.9
5365,KYSE-180,Topotecan,0.36
5366,KYSE-180,LBW242,-0.9
5367,KYSE-180,PD-0325901,-0.9
5368,KYSE-180,Paclitaxel,2.1
5369,KYSE-180,AZD6244,-0.9
5370,KYSE-180,PLX4720,-0.9
5371,KYSE-180,TAE684,-0.41
5372,KYSE-180,TKI258,-0.71
5373,KYSE-180,Erlotinib,-0.21
5374,OVTOKO,AEW541,-0.9
5375,OVTOKO,Nilotinib,-0.9
5376,OVTOKO,17-AAG,0.09
5377,OVTOKO,PHA-665752,-0.9
5378,OVTOKO,Lapatinib,-0.9
5379,OVTOKO,Nutlin-3,-0.9
5380,OVTOKO,AZD0530,-0.15
5381,OVTOKO,PF2341066,-0.9
5382,OVTOKO,L-685458,-0.9
5383,OVTOKO,Panobinostat,0.83
5384,OVTOKO,Sorafenib,-0.9
5385,OVTOKO,Irinotecan,0.55
5386,OVTOKO,Topotecan,0.57
5387,OVTOKO,LBW242,-0.9
5388,OVTOKO,PD-0325901,-0.9
5389,OVTOKO,PD-0332991,-0.9
5390,OVTOKO,Paclitaxel,-0.9
5391,OVTOKO,AZD6244,-0.9
5392,OVTOKO,RAF265,-0.32
5393,OVTOKO,TAE684,-0.89
5394,OVTOKO,TKI258,-0.9
5395,OVTOKO,Erlotinib,-0.9
5396,SUP-M2,AEW541,-0.9
5397,SUP-M2,Nilotinib,-0.9
5398,SUP-M2,17-AAG,1.01
5399,SUP-M2,PHA-665752,-0.9
5400,SUP-M2,Lapatinib,-0.9
5401,SUP-M2,Nutlin-3,-0.9
5402,SUP-M2,AZD0530,-0.9
5403,SUP-M2,PF2341066,-0.26
5404,SUP-M2,L-685458,-0.9
5405,SUP-M2,ZD-6474,-0.9
5406,SUP-M2,Panobinostat,1.87
5407,SUP-M2,Sorafenib,-0.9
5408,SUP-M2,Irinotecan,1.54
5409,SUP-M2,Topotecan,1.11
5410,SUP-M2,LBW242,0.75
5411,SUP-M2,PD-0325901,-0.06
5412,SUP-M2,PD-0332991,-0.77
5413,SUP-M2,Paclitaxel,2.59
5414,SUP-M2,AZD6244,-0.82
5415,SUP-M2,PLX4720,-0.9
5416,SUP-M2,RAF265,-0.39
5417,SUP-M2,TAE684,1.03
5418,SUP-M2,TKI258,-0.9
5419,SUP-M2,Erlotinib,-0.9
5420,SK-LU-1,AEW541,-0.88
5421,SK-LU-1,Nilotinib,-0.9
5422,SK-LU-1,17-AAG,1.45
5423,SK-LU-1,PHA-665752,-0.9
5424,SK-LU-1,Lapatinib,-0.9
5425,SK-LU-1,Nutlin-3,-0.9
5426,SK-LU-1,AZD0530,-0.66
5427,SK-LU-1,PF2341066,-0.9
5428,SK-LU-1,L-685458,-0.9
5429,SK-LU-1,ZD-6474,-0.46
5430,SK-LU-1,Panobinostat,0.83
5431,SK-LU-1,Sorafenib,-0.9
5432,SK-LU-1,Irinotecan,0.61
5433,SK-LU-1,Topotecan,0.42
5434,SK-LU-1,LBW242,-0.5
5435,SK-LU-1,PD-0325901,-0.9
5436,SK-LU-1,PD-0332991,-0.9
5437,SK-LU-1,Paclitaxel,1.65
5438,SK-LU-1,AZD6244,-0.9
5439,SK-LU-1,PLX4720,-0.9
5440,SK-LU-1,RAF265,0.06
5441,SK-LU-1,TAE684,-0.34
5442,SK-LU-1,TKI258,-0.6
5443,SK-LU-1,Erlotinib,-0.9
5444,CAL-12T,AEW541,0.1
5445,CAL-12T,17-AAG,0.74
5446,CAL-12T,PHA-665752,-0.9
5447,CAL-12T,Lapatinib,-0.29
5448,CAL-12T,Nutlin-3,-0.9
5449,CAL-12T,AZD0530,-0.23
5450,CAL-12T,PF2341066,-0.55
5451,CAL-12T,ZD-6474,0.16
5452,CAL-12T,Panobinostat,1.29
5453,CAL-12T,Sorafenib,-0.89
5454,CAL-12T,Topotecan,-0.25
5455,CAL-12T,LBW242,-0.9
5456,CAL-12T,PD-0325901,0.51
5457,CAL-12T,Paclitaxel,2.22
5458,CAL-12T,AZD6244,-0.52
5459,CAL-12T,PLX4720,-0.77
5460,CAL-12T,TAE684,0.16
5461,CAL-12T,TKI258,-0.07
5462,CAL-12T,Erlotinib,0.23
5463,A2780,AEW541,-0.81
5464,A2780,Nilotinib,-0.83
5465,A2780,17-AAG,1.51
5466,A2780,PHA-665752,-0.9
5467,A2780,Lapatinib,-0.85
5468,A2780,Nutlin-3,-0.61
5469,A2780,AZD0530,-0.9
5470,A2780,PF2341066,-0.48
5471,A2780,L-685458,-0.81
5472,A2780,ZD-6474,-0.4
5473,A2780,Panobinostat,1.26
5474,A2780,Sorafenib,-0.6
5475,A2780,Irinotecan,1.21
5476,A2780,Topotecan,1.19
5477,A2780,LBW242,-0.9
5478,A2780,PD-0325901,1.19
5479,A2780,PD-0332991,-0.9
5480,A2780,Paclitaxel,2.33
5481,A2780,AZD6244,-0.2
5482,A2780,PLX4720,-0.9
5483,A2780,RAF265,-0.1
5484,A2780,TAE684,-0.17
5485,A2780,TKI258,-0.14
5486,A2780,Erlotinib,-0.9
5487,MSTO-211H,AEW541,-0.9
5488,MSTO-211H,Nilotinib,-0.77
5489,MSTO-211H,17-AAG,0.72
5490,MSTO-211H,PHA-665752,-0.9
5491,MSTO-211H,Lapatinib,-0.9
5492,MSTO-211H,Nutlin-3,-0.53
5493,MSTO-211H,AZD0530,-0.9
5494,MSTO-211H,PF2341066,-0.63
5495,MSTO-211H,L-685458,-0.9
5496,MSTO-211H,ZD-6474,-0.9
5497,MSTO-211H,Panobinostat,1.13
5498,MSTO-211H,Sorafenib,-0.84
5499,MSTO-211H,Topotecan,0.59
5500,MSTO-211H,LBW242,-0.9
5501,MSTO-211H,PD-0325901,-0.04
5502,MSTO-211H,PD-0332991,-0.74
5503,MSTO-211H,Paclitaxel,1.87
5504,MSTO-211H,AZD6244,-0.9
5505,MSTO-211H,PLX4720,-0.9
5506,MSTO-211H,RAF265,0.02
5507,MSTO-211H,TAE684,-0.36
5508,MSTO-211H,TKI258,-0.36
5509,MSTO-211H,Erlotinib,-0.9
5510,NCI-H522,AEW541,-0.9
5511,NCI-H522,Nilotinib,-0.9
5512,NCI-H522,17-AAG,1.1
5513,NCI-H522,PHA-665752,-0.9
5514,NCI-H522,Lapatinib,-0.9
5515,NCI-H522,Nutlin-3,-0.9
5516,NCI-H522,AZD0530,-0.9
5517,NCI-H522,PF2341066,-0.9
5518,NCI-H522,L-685458,-0.9
5519,NCI-H522,ZD-6474,-0.9
5520,NCI-H522,Panobinostat,1.08
5521,NCI-H522,Sorafenib,-0.9
5522,NCI-H522,Irinotecan,0.1
5523,NCI-H522,Topotecan,-0.55
5524,NCI-H522,LBW242,-0.9
5525,NCI-H522,PD-0325901,-0.9
5526,NCI-H522,PD-0332991,-0.9
5527,NCI-H522,Paclitaxel,1.95
5528,NCI-H522,AZD6244,-0.9
5529,NCI-H522,PLX4720,-0.9
5530,NCI-H522,RAF265,-0.9
5531,NCI-H522,TAE684,-0.9
5532,NCI-H522,TKI258,-0.9
5533,NCI-H522,Erlotinib,-0.9
5534,IGR-37,AEW541,0.86
5535,IGR-37,Nilotinib,-0.9
5536,IGR-37,17-AAG,-0.9
5537,IGR-37,PHA-665752,-0.9
5538,IGR-37,Lapatinib,-0.9
5539,IGR-37,Nutlin-3,-0.9
5540,IGR-37,AZD0530,-0.9
5541,IGR-37,PF2341066,-0.9
5542,IGR-37,L-685458,-0.9
5543,IGR-37,ZD-6474,-0.9
5544,IGR-37,Panobinostat,1.28
5545,IGR-37,Sorafenib,-0.9
5546,IGR-37,Irinotecan,0.57
5547,IGR-37,Topotecan,0.16
5548,IGR-37,LBW242,-0.9
5549,IGR-37,PD-0325901,1.66
5550,IGR-37,PD-0332991,-0.9
5551,IGR-37,Paclitaxel,2.12
5552,IGR-37,AZD6244,0.67
5553,IGR-37,PLX4720,0.04
5554,IGR-37,RAF265,-0.08
5555,IGR-37,TAE684,-0.9
5556,IGR-37,TKI258,-0.9
5557,IGR-37,Erlotinib,-0.9
5558,NCI-H647,AEW541,-0.9
5559,NCI-H647,Nilotinib,-0.9
5560,NCI-H647,17-AAG,0.83
5561,NCI-H647,PHA-665752,-0.9
5562,NCI-H647,Lapatinib,-0.9
5563,NCI-H647,Nutlin-3,-0.9
5564,NCI-H647,AZD0530,-0.5
5565,NCI-H647,PF2341066,-0.9
5566,NCI-H647,L-685458,-0.9
5567,NCI-H647,ZD-6474,-0.9
5568,NCI-H647,Panobinostat,0.48
5569,NCI-H647,Sorafenib,-0.9
5570,NCI-H647,Topotecan,-0.83
5571,NCI-H647,LBW242,-0.9
5572,NCI-H647,PD-0325901,-0.9
5573,NCI-H647,PD-0332991,-0.9
5574,NCI-H647,Paclitaxel,2
5575,NCI-H647,AZD6244,-0.9
5576,NCI-H647,PLX4720,-0.9
5577,NCI-H647,RAF265,-0.9
5578,NCI-H647,TAE684,-0.9
5579,NCI-H647,TKI258,-0.9
5580,NCI-H647,Erlotinib,-0.9
5581,ACHN,AEW541,-0.88
5582,ACHN,17-AAG,0.17
5583,ACHN,PHA-665752,-0.9
5584,ACHN,Lapatinib,-0.9
5585,ACHN,Nutlin-3,-0.9
5586,ACHN,AZD0530,-0.64
5587,ACHN,PF2341066,-0.9
5588,ACHN,L-685458,-0.9
5589,ACHN,ZD-6474,-0.29
5590,ACHN,Panobinostat,1.34
5591,ACHN,Sorafenib,-0.9
5592,ACHN,Topotecan,0.99
5593,ACHN,LBW242,-0.9
5594,ACHN,PD-0325901,-0.9
5595,ACHN,Paclitaxel,1.02
5596,ACHN,AZD6244,-0.9
5597,ACHN,PLX4720,-0.9
5598,ACHN,RAF265,0.5
5599,ACHN,TAE684,-0.47
5600,ACHN,TKI258,-0.71
5601,ACHN,Erlotinib,-0.7
5602,NCI-H1563,AEW541,-0.9
5603,NCI-H1563,Nilotinib,-0.9
5604,NCI-H1563,17-AAG,0.67
5605,NCI-H1563,PHA-665752,-0.9
5606,NCI-H1563,Lapatinib,-0.9
5607,NCI-H1563,Nutlin-3,-0.9
5608,NCI-H1563,AZD0530,-0.9
5609,NCI-H1563,PF2341066,-0.9
5610,NCI-H1563,L-685458,-0.9
5611,NCI-H1563,ZD-6474,-0.9
5612,NCI-H1563,Panobinostat,0.63
5613,NCI-H1563,Sorafenib,-0.9
5614,NCI-H1563,Topotecan,-0.9
5615,NCI-H1563,LBW242,-0.9
5616,NCI-H1563,PD-0325901,-0.9
5617,NCI-H1563,PD-0332991,-0.9
5618,NCI-H1563,Paclitaxel,-0.9
5619,NCI-H1563,AZD6244,-0.9
5620,NCI-H1563,PLX4720,-0.9
5621,NCI-H1563,RAF265,-0.9
5622,NCI-H1563,TAE684,-0.9
5623,NCI-H1563,TKI258,-0.85
5624,NCI-H1563,Erlotinib,-0.9
5625,HuCCT1,AEW541,-0.9
5626,HuCCT1,Nilotinib,-0.9
5627,HuCCT1,17-AAG,1.04
5628,HuCCT1,PHA-665752,-0.9
5629,HuCCT1,Lapatinib,-0.9
5630,HuCCT1,Nutlin-3,-0.9
5631,HuCCT1,AZD0530,-0.9
5632,HuCCT1,PF2341066,-0.9
5633,HuCCT1,L-685458,-0.9
5634,HuCCT1,ZD-6474,-0.9
5635,HuCCT1,Panobinostat,1.03
5636,HuCCT1,Sorafenib,-0.9
5637,HuCCT1,Irinotecan,-0.15
5638,HuCCT1,Topotecan,0.1
5639,HuCCT1,LBW242,-0.9
5640,HuCCT1,PD-0325901,-0.23
5641,HuCCT1,PD-0332991,-0.9
5642,HuCCT1,Paclitaxel,2.04
5643,HuCCT1,AZD6244,-0.9
5644,HuCCT1,PLX4720,-0.9
5645,HuCCT1,RAF265,-0.59
5646,HuCCT1,TAE684,-0.68
5647,HuCCT1,TKI258,-0.9
5648,HuCCT1,Erlotinib,-0.9
5649,LCLC-103H,AEW541,-0.9
5650,LCLC-103H,Nilotinib,-0.9
5651,LCLC-103H,17-AAG,-0.56
5652,LCLC-103H,PHA-665752,-0.9
5653,LCLC-103H,Lapatinib,-0.9
5654,LCLC-103H,Nutlin-3,-0.9
5655,LCLC-103H,AZD0530,-0.9
5656,LCLC-103H,PF2341066,-0.9
5657,LCLC-103H,L-685458,-0.9
5658,LCLC-103H,ZD-6474,-0.9
5659,LCLC-103H,Panobinostat,0.98
5660,LCLC-103H,Sorafenib,-0.9
5661,LCLC-103H,Irinotecan,-0.06
5662,LCLC-103H,Topotecan,0.01
5663,LCLC-103H,LBW242,-0.9
5664,LCLC-103H,PD-0325901,-0.9
5665,LCLC-103H,PD-0332991,-0.9
5666,LCLC-103H,Paclitaxel,1.68
5667,LCLC-103H,AZD6244,-0.9
5668,LCLC-103H,PLX4720,-0.9
5669,LCLC-103H,RAF265,-0.59
5670,LCLC-103H,TAE684,-0.88
5671,LCLC-103H,TKI258,-0.9
5672,LCLC-103H,Erlotinib,-0.9
5673,MOLP-8,AEW541,0.48
5674,MOLP-8,Nilotinib,-0.9
5675,MOLP-8,17-AAG,0.49
5676,MOLP-8,PHA-665752,-0.9
5677,MOLP-8,Lapatinib,-0.9
5678,MOLP-8,Nutlin-3,-0.67
5679,MOLP-8,AZD0530,-0.9
5680,MOLP-8,PF2341066,-0.47
5681,MOLP-8,L-685458,0.78
5682,MOLP-8,ZD-6474,-0.9
5683,MOLP-8,Panobinostat,1.74
5684,MOLP-8,Sorafenib,-0.9
5685,MOLP-8,Irinotecan,0.67
5686,MOLP-8,Topotecan,0.39
5687,MOLP-8,LBW242,-0.9
5688,MOLP-8,PD-0325901,-0.9
5689,MOLP-8,PD-0332991,0.08
5690,MOLP-8,Paclitaxel,2.59
5691,MOLP-8,AZD6244,-0.9
5692,MOLP-8,PLX4720,-0.9
5693,MOLP-8,RAF265,-0.7
5694,MOLP-8,TAE684,0.04
5695,MOLP-8,TKI258,-0.86
5696,MOLP-8,Erlotinib,-0.9
5697,OCI-AML2,AEW541,-0.9
5698,OCI-AML2,Nilotinib,-0.83
5699,OCI-AML2,17-AAG,1.05
5700,OCI-AML2,PHA-665752,-0.9
5701,OCI-AML2,Lapatinib,-0.9
5702,OCI-AML2,Nutlin-3,-0.82
5703,OCI-AML2,AZD0530,-0.9
5704,OCI-AML2,PF2341066,-0.6
5705,OCI-AML2,L-685458,-0.9
5706,OCI-AML2,ZD-6474,-0.9
5707,OCI-AML2,Panobinostat,1.69
5708,OCI-AML2,Sorafenib,-0.33
5709,OCI-AML2,Irinotecan,1.09
5710,OCI-AML2,Topotecan,1.36
5711,OCI-AML2,LBW242,-0.9
5712,OCI-AML2,PD-0325901,2.6
5713,OCI-AML2,PD-0332991,-0.18
5714,OCI-AML2,Paclitaxel,2.13
5715,OCI-AML2,AZD6244,1.89
5716,OCI-AML2,PLX4720,-0.9
5717,OCI-AML2,RAF265,-0.27
5718,OCI-AML2,TAE684,0
5719,OCI-AML2,TKI258,-0.53
5720,OCI-AML2,Erlotinib,-0.9
5721,MDA-MB-415,AEW541,-0.64
5722,MDA-MB-415,Nilotinib,-0.6
5723,MDA-MB-415,17-AAG,1.74
5724,MDA-MB-415,PHA-665752,-0.9
5725,MDA-MB-415,Lapatinib,-0.9
5726,MDA-MB-415,Nutlin-3,-0.9
5727,MDA-MB-415,AZD0530,-0.9
5728,MDA-MB-415,PF2341066,-0.9
5729,MDA-MB-415,L-685458,-0.9
5730,MDA-MB-415,ZD-6474,-0.9
5731,MDA-MB-415,Panobinostat,1.28
5732,MDA-MB-415,Sorafenib,-0.9
5733,MDA-MB-415,Topotecan,-0.26
5734,MDA-MB-415,LBW242,-0.9
5735,MDA-MB-415,PD-0325901,-0.9
5736,MDA-MB-415,PD-0332991,-0.79
5737,MDA-MB-415,Paclitaxel,-0.9
5738,MDA-MB-415,AZD6244,-0.9
5739,MDA-MB-415,PLX4720,-0.9
5740,MDA-MB-415,RAF265,-0.25
5741,MDA-MB-415,TAE684,-0.9
5742,MDA-MB-415,TKI258,-0.73
5743,MDA-MB-415,Erlotinib,-0.9
5744,T84,AEW541,-0.9
5745,T84,Nilotinib,-0.9
5746,T84,17-AAG,0.27
5747,T84,PHA-665752,-0.9
5748,T84,Lapatinib,-0.9
5749,T84,Nutlin-3,-0.9
5750,T84,AZD0530,-0.9
5751,T84,PF2341066,-0.4
5752,T84,L-685458,-0.9
5753,T84,ZD-6474,-0.9
5754,T84,Panobinostat,0.87
5755,T84,Sorafenib,-0.9
5756,T84,Irinotecan,-0.81
5757,T84,Topotecan,-0.16
5758,T84,LBW242,-0.9
5759,T84,PD-0325901,-0.9
5760,T84,PD-0332991,-0.9
5761,T84,Paclitaxel,1.24
5762,T84,AZD6244,-0.9
5763,T84,PLX4720,-0.9
5764,T84,RAF265,-0.9
5765,T84,TAE684,-0.9
5766,T84,TKI258,-0.9
5767,T84,Erlotinib,-0.9
5768,GCIY,AEW541,-0.9
5769,GCIY,Nilotinib,-0.8
5770,GCIY,17-AAG,0.1
5771,GCIY,PHA-665752,-0.9
5772,GCIY,Lapatinib,-0.86
5773,GCIY,Nutlin-3,-0.9
5774,GCIY,AZD0530,-0.25
5775,GCIY,PF2341066,-0.9
5776,GCIY,L-685458,-0.9
5777,GCIY,ZD-6474,-0.38
5778,GCIY,Panobinostat,1.18
5779,GCIY,Sorafenib,-0.9
5780,GCIY,Topotecan,0.12
5781,GCIY,LBW242,-0.9
5782,GCIY,PD-0325901,-0.75
5783,GCIY,PD-0332991,-0.9
5784,GCIY,Paclitaxel,1.41
5785,GCIY,AZD6244,-0.9
5786,GCIY,PLX4720,-0.9
5787,GCIY,RAF265,-0.83
5788,GCIY,TAE684,-0.46
5789,GCIY,TKI258,-0.9
5790,GCIY,Erlotinib,-0.9
5791,RD,AEW541,-0.45
5792,RD,17-AAG,0.93
5793,RD,PHA-665752,-0.9
5794,RD,Lapatinib,-0.9
5795,RD,Nutlin-3,-0.9
5796,RD,AZD0530,-0.9
5797,RD,PF2341066,-0.67
5798,RD,L-685458,-0.9
5799,RD,ZD-6474,-0.62
5800,RD,Panobinostat,1.58
5801,RD,Sorafenib,-0.9
5802,RD,Topotecan,0.28
5803,RD,LBW242,-0.9
5804,RD,PD-0325901,0.59
5805,RD,PD-0332991,-0.9
5806,RD,Paclitaxel,2.6
5807,RD,AZD6244,-0.14
5808,RD,PLX4720,-0.9
5809,RD,RAF265,-0.16
5810,RD,TAE684,-0.3
5811,RD,TKI258,-0.9
5812,RD,Erlotinib,-0.9
5813,CCK-81,AEW541,-0.37
5814,CCK-81,17-AAG,0.58
5815,CCK-81,PHA-665752,-0.9
5816,CCK-81,Lapatinib,0.62
5817,CCK-81,Nutlin-3,-0.9
5818,CCK-81,AZD0530,0.17
5819,CCK-81,PF2341066,-0.9
5820,CCK-81,L-685458,-0.9
5821,CCK-81,ZD-6474,0.12
5822,CCK-81,Panobinostat,1.42
5823,CCK-81,Sorafenib,-0.9
5824,CCK-81,Topotecan,0.5
5825,CCK-81,LBW242,-0.9
5826,CCK-81,PD-0325901,0.14
5827,CCK-81,Paclitaxel,0.56
5828,CCK-81,AZD6244,-0.9
5829,CCK-81,PLX4720,-0.9
5830,CCK-81,RAF265,-0.9
5831,CCK-81,TAE684,-0.34
5832,CCK-81,TKI258,-0.9
5833,CCK-81,Erlotinib,0.16
5834,MFE-280,AEW541,-0.9
5835,MFE-280,Nilotinib,-0.9
5836,MFE-280,17-AAG,0.68
5837,MFE-280,PHA-665752,-0.9
5838,MFE-280,Lapatinib,-0.9
5839,MFE-280,Nutlin-3,-0.9
5840,MFE-280,AZD0530,-0.9
5841,MFE-280,PF2341066,-0.9
5842,MFE-280,L-685458,-0.89
5843,MFE-280,ZD-6474,-0.52
5844,MFE-280,Panobinostat,1.34
5845,MFE-280,Sorafenib,-0.9
5846,MFE-280,Irinotecan,0.13
5847,MFE-280,Topotecan,-0.35
5848,MFE-280,LBW242,-0.9
5849,MFE-280,PD-0325901,-0.9
5850,MFE-280,PD-0332991,-0.9
5851,MFE-280,Paclitaxel,1.58
5852,MFE-280,AZD6244,-0.9
5853,MFE-280,PLX4720,-0.9
5854,MFE-280,RAF265,-0.14
5855,MFE-280,TAE684,-0.23
5856,MFE-280,TKI258,-0.9
5857,MFE-280,Erlotinib,-0.9
5858,OVCAR-8,AEW541,-0.83
5859,OVCAR-8,Nilotinib,-0.88
5860,OVCAR-8,17-AAG,0.84
5861,OVCAR-8,PHA-665752,-0.9
5862,OVCAR-8,Lapatinib,-0.71
5863,OVCAR-8,Nutlin-3,-0.9
5864,OVCAR-8,AZD0530,-0.55
5865,OVCAR-8,PF2341066,-0.88
5866,OVCAR-8,L-685458,-0.9
5867,OVCAR-8,ZD-6474,-0.9
5868,OVCAR-8,Panobinostat,1.6
5869,OVCAR-8,Sorafenib,-0.79
5870,OVCAR-8,Irinotecan,1.12
5871,OVCAR-8,Topotecan,1.11
5872,OVCAR-8,LBW242,-0.9
5873,OVCAR-8,PD-0325901,-0.9
5874,OVCAR-8,PD-0332991,-0.9
5875,OVCAR-8,Paclitaxel,2.29
5876,OVCAR-8,AZD6244,-0.9
5877,OVCAR-8,PLX4720,-0.9
5878,OVCAR-8,RAF265,-0.43
5879,OVCAR-8,TAE684,-0.84
5880,OVCAR-8,TKI258,-0.78
