ID,cell_name,drug_name,IC50
42206,SK-N-SH,XL-880,0.12
42207,SK-N-SH,Y-39983,-2.23
42208,SK-N-SH,YM201636,-0.47
42209,SK-N-SH,AV-951,-0.19
42210,SK-N-SH,GSK690693,-1.82
42211,SK-N-SH,SNX-2112,0.28
42212,SK-N-SH,QL-X-138,-1.25
42213,SK-N-SH,T0901317,-2.01
42214,SK-N-SH,EX-527,-2.39
42215,SK-N-SH,AICAR,-3.71
42216,SK-N-SH,Camptothecin,2.86
42217,SK-N-SH,Vinblastine,1.37
42218,SK-N-SH,Cisplatin,-0.85
42219,SK-N-SH,Cytarabine,0.48
42220,SK-N-SH,Docetaxel,1.37
42221,SK-N-SH,Methotrexate,-0.37
42222,SK-N-SH,ATRA,-0.81
42223,SK-N-SH,Gefitinib,-0.75
42224,SK-N-SH,ABT-263,-0.44
42225,SK-N-SH,Vorinostat,-0.11
42226,SK-N-SH,Nilotinib,-1.06
42227,SK-N-SH,RDEA119,-0.69
42228,SK-N-SH,CI-1040,-1.02
42229,SK-N-SH,Temsirolimus,0.59
42230,SK-N-SH,Olaparib,-1.24
42231,SK-N-SH,ABT-888,-1.55
42232,SK-N-SH,Bosutinib,-1.41
42233,SK-N-SH,Lenalidomide,-1.37
42234,SK-N-SH,Axitinib,-0.22
42235,SK-N-SH,AZD7762,0.03
42236,SK-N-SH,GW 441756,-1.21
42237,SK-N-SH,CEP-701,0.47
42238,SK-N-SH,SB 216763,-1.9
42239,SK-N-SH,17-AAG,-0.72
42240,SK-N-SH,VX-702,-1.38
42241,SK-N-SH,AMG-706,-0.55
42242,SK-N-SH,KU-55933,-1.74
42243,SK-N-SH,Elesclomol,2.05
42244,SK-N-SH,Afatinib,-0.8
42245,SK-N-SH,Vismodegib,-2.02
42246,SK-N-SH,PLX4720,-2.04
42247,SK-N-SH,BX-795,-0.35
42248,SK-N-SH,NU-7441,-0.99
42249,SK-N-SH,SL 0101-1,-2.11
42250,SK-N-SH,BIRB 0796,-1.68
42251,SK-N-SH,JNK Inhibitor VIII,-1.55
42252,SK-N-SH,Nutlin-3a,-0.28
42253,SK-N-SH,PD-173074,-1.08
42254,SK-N-SH,ZM-447439,-0.81
42255,SK-N-SH,RO-3306,-0.75
42256,SK-N-SH,MK-2206,-0.33
42257,SK-N-SH,PD-0332991,-0.37
42258,SK-N-SH,NVP-BEZ235,1.06
42259,SK-N-SH,GDC0941,-0.41
42260,SK-N-SH,AZD8055,-0.12
42261,SK-N-SH,PD-0325901,0.25
42262,SK-N-SH,SB590885,-1.77
42263,SK-N-SH,CCT007093,-1.62
42264,SK-N-SH,EHT 1864,-1.82
42265,SK-N-SH,PF-4708671,-1.4
42266,SK-N-SH,JNJ-26854165,-1.02
42267,SK-N-SH,TW 37,0.78
42268,SK-N-SH,ZG-10,-1.56
42269,SK-N-SH,XMD8-92,-1.03
42270,SK-N-SH,CCT018159,-1.12
42271,SK-N-SH,AG-014699,-1.76
42272,SK-N-SH,SB-505124,-1.7
42273,SK-N-SH,Tamoxifen,-1.76
42274,SK-N-SH,PFI-1,-1.13
42275,SK-N-SH,IOX2,0.05
42276,SK-N-SH,YK 4-279,-0.03
42277,SK-N-SH,(5Z)-7-Oxozeaenol,0.19
42278,SK-N-SH,piperlongumine,-0.14
42279,SK-N-SH,FK866,2.84
42280,SK-N-SH,BMN-673,0.72
42281,SK-N-SH,UNC1215,-0.84
42282,SK-N-SH,SGC0946,-0.73
42283,SK-N-SH,XAV 939,-1.4
42284,SK-N-SH,Trametinib,0.43
42285,SK-N-SH,Dabrafenib,-1.83
42286,SK-N-SH,Temozolomide,-2.48
42287,SK-N-SH,SN-38,2.83
42288,MDA-MB-453,Doxorubicin,-0.4
42289,MDA-MB-453,Etoposide,-2.26
42290,MDA-MB-453,Gemcitabine,-0.8
42291,MDA-MB-453,Mitomycin C,0.03
42292,MDA-MB-453,Vinorelbine,1.19
42293,MDA-MB-453,NSC-87877,-2.43
42294,MDA-MB-453,QS11,-1.24
42295,MDA-MB-453,CP466722,-1.06
42296,MDA-MB-453,Midostaurin,-0.92
42297,MDA-MB-453,AP-24534,-0.89
42298,MDA-MB-453,JNK-9L,-0.49
42299,MDA-MB-453,PF-562271,-1.03
42300,MDA-MB-453,HG-6-64-1,-1.58
42301,MDA-MB-453,DMOG,-4.41
42302,MDA-MB-453,FTI-277,-0.82
42303,MDA-MB-453,OSU-03012,-0.96
42304,MDA-MB-453,Shikonin,-0.35
42305,MDA-MB-453,AKT inhibitor VIII,-0.67
42306,MDA-MB-453,Embelin,-2.48
42307,MDA-MB-453,FH535,-0.96
42308,MDA-MB-453,PAC-1,-1.37
42309,MDA-MB-453,IPA-3,-1.8
42310,MDA-MB-453,GSK-650394,-1.21
42311,MDA-MB-453,BAY 61-3606,-2.18
42312,MDA-MB-453,5-Fluorouracil,-0.82
42313,MDA-MB-453,Thapsigargin,0.26
42314,MDA-MB-453,Obatoclax Mesylate,-0.2
42315,MDA-MB-453,BMS-754807,-0.95
42316,MDA-MB-453,OSI-906,-1.6
42317,MDA-MB-453,Bexarotene,-1.29
42318,MDA-MB-453,Bleomycin,-1.07
42319,MDA-MB-453,LFM-A13,-2.03
42320,MDA-MB-453,GW-2580,-1.95
42321,MDA-MB-453,Phenformin,-1.89
42322,MDA-MB-453,Bryostatin 1,0.87
42323,MDA-MB-453,Pazopanib,-1.62
42324,MDA-MB-453,LAQ824,1.31
42325,MDA-MB-453,Epothilone B,1.23
42326,MDA-MB-453,GSK-1904529A,-0.8
42327,MDA-MB-453,BMS-345541,-1.12
42328,MDA-MB-453,Tipifarnib,-1.59
42329,MDA-MB-453,Ruxolitinib,-1.84
42330,MDA-MB-453,AS601245,-1.32
42331,MDA-MB-453,SB-715992,1.28
42332,MDA-MB-453,AT-7519,-0.52
42333,MDA-MB-453,TAK-715,-1.43
42334,MDA-MB-453,BX-912,-0.98
42335,MDA-MB-453,ZSTK474,0.35
42336,MDA-MB-453,AS605240,-0.11
42337,MDA-MB-453,GSK1070916,-1.37
42338,MDA-MB-453,LY317615,-0.4
42339,MDA-MB-453,GSK429286A,-2.39
42340,MDA-MB-453,FMK,-2.32
42341,MDA-MB-453,CAL-101,-2.03
42342,MDA-MB-453,XL-184,-1.62
42343,MDA-MB-453,AC220,-0.84
42344,MDA-MB-453,CP724714,-0.78
42345,MDA-MB-453,STF-62247,-1.94
42346,MDA-MB-453,NG-25,-1.07
42347,MDA-MB-453,VX-11e,-1.7
42348,MDA-MB-453,FR-180204,-2.45
42349,MDA-MB-453,Tubastatin A,-1.12
42350,MDA-MB-453,YM155,2.49
42351,MDA-MB-453,NSC-207895,-2.13
42352,MDA-MB-453,AR-42,1.24
42353,MDA-MB-453,CUDC-101,1.24
42354,MDA-MB-453,I-BET 151,-0.54
42355,MDA-MB-453,CAY10603,0.38
42356,MDA-MB-453,ABT-869,-0.99
42357,MDA-MB-453,BIX02189,-2.04
42358,MDA-MB-453,CH5424802,-1.41
42359,MDA-MB-453,EKB-569,-0.55
42360,MDA-MB-453,GSK2126458,2.31
42361,MDA-MB-453,Masitinib,-1.32
42362,MDA-MB-453,MP470,-0.17
42363,MDA-MB-453,NVP-BHG712,-2.29
42364,MDA-MB-453,OSI-930,-1.02
42365,MDA-MB-453,OSI-027,0.56
42366,MDA-MB-453,CX-5461,-1.12
42367,MDA-MB-453,PHA-793887,-0.72
42368,MDA-MB-453,PI-103,0.37
42369,MDA-MB-453,PIK-93,-0.4
42370,MDA-MB-453,TPCA-1,-1.95
42371,MDA-MB-453,TG101348,-1.16
42372,MDA-MB-453,XL-880,-0.84
42373,MDA-MB-453,Y-39983,-2.58
42374,MDA-MB-453,YM201636,-0.46
42375,MDA-MB-453,AV-951,-0.37
42376,MDA-MB-453,GSK690693,-0.31
42377,MDA-MB-453,SNX-2112,1.32
42378,MDA-MB-453,QL-X-138,0.35
42379,MDA-MB-453,T0901317,-1.63
42380,MDA-MB-453,EX-527,-2.24
42381,MDA-MB-453,AICAR,-3.58
42382,MDA-MB-453,Camptothecin,0.99
42383,MDA-MB-453,Vinblastine,1.5
42384,MDA-MB-453,Cisplatin,-2.12
42385,MDA-MB-453,Cytarabine,-0.65
42386,MDA-MB-453,Docetaxel,2.34
42387,MDA-MB-453,Methotrexate,-0.08
42388,MDA-MB-453,ATRA,-2.28
42389,MDA-MB-453,Gefitinib,-0.94
42390,MDA-MB-453,ABT-263,-1.44
42391,MDA-MB-453,Vorinostat,-0.38
42392,MDA-MB-453,Nilotinib,-1.58
42393,MDA-MB-453,RDEA119,-1.78
42394,MDA-MB-453,CI-1040,-1.72
42395,MDA-MB-453,Temsirolimus,0.31
42396,MDA-MB-453,Olaparib,-1.95
42397,MDA-MB-453,ABT-888,-1.98
42398,MDA-MB-453,Bosutinib,-1.24
42399,MDA-MB-453,Lenalidomide,-1.98
42400,MDA-MB-453,Axitinib,-1.45
42401,MDA-MB-453,AZD7762,-0.29
42402,MDA-MB-453,GW 441756,-1.08
42403,MDA-MB-453,CEP-701,-0.21
42404,MDA-MB-453,SB 216763,-2.16
42405,MDA-MB-453,17-AAG,0.51
42406,MDA-MB-453,VX-702,-1.53
42407,MDA-MB-453,AMG-706,-1.36
42408,MDA-MB-453,KU-55933,-2.08
42409,MDA-MB-453,Elesclomol,1.54
42410,MDA-MB-453,Afatinib,-0.54
42411,MDA-MB-453,Vismodegib,-2.25
42412,MDA-MB-453,PLX4720,-2.01
42413,MDA-MB-453,BX-795,-1.64
42414,MDA-MB-453,NU-7441,-1.51
42415,MDA-MB-453,SL 0101-1,-2.02
42416,MDA-MB-453,BIRB 0796,-1.89
42417,MDA-MB-453,JNK Inhibitor VIII,-1.96
42418,MDA-MB-453,Nutlin-3a,-2.16
42419,MDA-MB-453,PD-173074,-0.91
42420,MDA-MB-453,ZM-447439,-1.62
42421,MDA-MB-453,RO-3306,-1.73
42422,MDA-MB-453,MK-2206,-0.61
42423,MDA-MB-453,PD-0332991,-1.74
42424,MDA-MB-453,NVP-BEZ235,0.1
42425,MDA-MB-453,GDC0941,-0.91
42426,MDA-MB-453,AZD8055,-0.43
42427,MDA-MB-453,PD-0325901,-0.58
42428,MDA-MB-453,SB590885,-1.72
42429,MDA-MB-453,CCT007093,-1.65
42430,MDA-MB-453,EHT 1864,-0.97
42431,MDA-MB-453,SB-505124,-1.82
42432,MDA-MB-453,Tamoxifen,-1.92
42433,MDA-MB-453,PFI-1,-0.91
42434,MDA-MB-453,IOX2,-0.22
42435,MDA-MB-453,YK 4-279,-0.6
42436,MDA-MB-453,(5Z)-7-Oxozeaenol,-0.82
42437,MDA-MB-453,piperlongumine,-0.69
42438,MDA-MB-453,FK866,0.79
42439,MDA-MB-453,BMN-673,-1.33
42440,MDA-MB-453,UNC1215,-1.22
42441,MDA-MB-453,SGC0946,-0.92
42442,MDA-MB-453,XAV 939,-1.92
42443,MDA-MB-453,Trametinib,-0.32
42444,MDA-MB-453,Dabrafenib,-1.99
42445,MDA-MB-453,Temozolomide,-2.67
42446,MDA-MB-453,SN-38,1.89
42447,MDA-MB-453,MLN4924,-0.38
42448,KU812,Erlotinib,-1.24
42449,KU812,Rapamycin,2.51
42450,KU812,Sunitinib,-0.61
42451,KU812,PHA-665752,-1.04
42452,KU812,MG-132,0.48
42453,KU812,Paclitaxel,1.67
42454,KU812,Cyclopamine,-1.11
42455,KU812,AZ628,-0.64
42456,KU812,Sorafenib,-0.78
42457,KU812,VX-680,-0.44
42458,KU812,Imatinib,-1.09
42459,KU812,NVP-TAE684,-0.48
42460,KU812,Crizotinib,-0.82
42461,KU812,AZD-0530,-0.55
42462,KU812,S-Trityl-L-cysteine,0.04
42463,KU812,Z-LLNle-CHO,0.05
42464,KU812,Dasatinib,1.01
42465,KU812,GNF-2,-1.07
42466,KU812,CGP-60474,1.44
42467,KU812,CGP-082996,-1.01
42468,KU812,A-770041,-0.39
42469,KU812,WH-4-023,-0.56
42470,KU812,BI-2536,1.15
42471,KU812,BMS-509744,-0.87
42472,KU812,CMK,-0.52
42473,KU812,Pyrimethamine,-1.17
42474,KU812,A-443654,1.02
42475,KU812,GW843682X,1.61
42476,KU812,MS-275,-0.22
42477,KU812,Parthenolide,-0.62
42478,KU812,TGX221,-1.38
42479,KU812,Bortezomib,2.95
42480,KU812,XMD8-85,-0.78
42481,KU812,Roscovitine,-1.38
42482,KU812,Salubrinal,-1.26
42483,KU812,Lapatinib,-1.14
42484,KU812,Doxorubicin,1.4
42485,KU812,Etoposide,-0.25
42486,KU812,Gemcitabine,2.3
42487,KU812,Mitomycin C,0.83
42488,KU812,Vinorelbine,2.03
42489,KU812,NSC-87877,-1.21
42490,KU812,QS11,0.19
42491,KU812,CP466722,-0.38
42492,KU812,Midostaurin,0.05
42493,KU812,AP-24534,1.61
42494,KU812,JNK-9L,0.46
42495,KU812,PF-562271,-0.88
42496,KU812,HG-6-64-1,0.92
42497,KU812,DMOG,-1.52
42498,KU812,FTI-277,-0.94
42499,KU812,OSU-03012,-0.6
42500,KU812,Shikonin,1.05
42501,KU812,AKT inhibitor VIII,-0.19
42502,KU812,Embelin,-1.82
42503,KU812,FH535,-0.94
42504,KU812,PAC-1,-1.37
42505,KU812,IPA-3,-0.79
42506,KU812,GSK-650394,-0.45
42507,KU812,BAY 61-3606,-0.42
42508,KU812,5-Fluorouracil,-2.19
42509,KU812,Thapsigargin,2.45
42510,KU812,Obatoclax Mesylate,-0.01
42511,KU812,BMS-754807,-0.3
42512,KU812,OSI-906,-1.33
42513,KU812,Bexarotene,-1.05
42514,KU812,Bleomycin,-1.12
42515,KU812,LFM-A13,-1.1
42516,KU812,GW-2580,-2.23
42517,KU812,Phenformin,-1.89
42518,KU812,Bryostatin 1,1.48
42519,KU812,Pazopanib,-0.61
42520,KU812,LAQ824,1.72
42521,KU812,Epothilone B,2.55
42522,KU812,GSK-1904529A,-0.95
42523,KU812,BMS-345541,-0.89
42524,KU812,Tipifarnib,0.46
42525,KU812,Ruxolitinib,-1.68
42526,KU812,AS601245,-1.09
42527,KU812,SB-715992,2.04
42528,KU812,AT-7519,1.02
42529,KU812,TAK-715,-1.22
42530,KU812,BX-912,-0.07
42531,KU812,ZSTK474,1.74
42532,KU812,AS605240,-1.23
42533,KU812,GSK1070916,-0.5
42534,KU812,LY317615,-1.11
42535,KU812,GSK429286A,-1.27
42536,KU812,FMK,-1.88
42537,KU812,CAL-101,0.14
42538,KU812,XL-184,-1.08
42539,KU812,AC220,-0.97
42540,KU812,CP724714,-1.41
42541,KU812,STF-62247,-1.95
42542,KU812,NG-25,1.47
42543,KU812,VX-11e,-0.79
42544,KU812,FR-180204,-2.26
42545,KU812,Tubastatin A,-0.17
42546,KU812,YM155,2.42
42547,KU812,NSC-207895,-0.37
42548,KU812,AR-42,1.73
42549,KU812,CUDC-101,2.41
42550,KU812,I-BET 151,0.49
42551,KU812,CAY10603,1.77
42552,KU812,ABT-869,-0.86
42553,KU812,BIX02189,-1.6
42554,KU812,CH5424802,-1.66
42555,KU812,EKB-569,-0.4
42556,KU812,GSK2126458,2.62
42557,KU812,Masitinib,-0.95
42558,KU812,MP470,0.76
42559,KU812,NVP-BHG712,1.25
42560,KU812,OSI-930,-0.77
42561,KU812,OSI-027,0.57
42562,KU812,CX-5461,0.93
42563,KU812,PHA-793887,0.33
42564,KU812,PI-103,1.49
42565,KU812,PIK-93,1.68
42566,KU812,TPCA-1,1.52
42567,KU812,TG101348,-0.62
42568,KU812,XL-880,-0.22
42569,KU812,Y-39983,0.39
42570,KU812,YM201636,0.25
42571,KU812,AV-951,0.04
42572,KU812,GSK690693,1.89
42573,KU812,SNX-2112,1.99
42574,KU812,QL-X-138,-0.12
42575,KU812,T0901317,-0.93
42576,KU812,EX-527,-2.23
42577,KU812,AICAR,-3.14
42578,KU812,Camptothecin,1.64
42579,KU812,Vinblastine,1.71
42580,KU812,Cisplatin,-1.18
42581,KU812,Cytarabine,0.31
42582,KU812,Docetaxel,1.75
42583,KU812,Methotrexate,0.97
42584,KU812,ATRA,-1
42585,KU812,Gefitinib,-0.2
42586,KU812,ABT-263,0.67
42587,KU812,Vorinostat,-0.13
42588,KU812,Nilotinib,2
42589,KU812,RDEA119,0.76
42590,KU812,CI-1040,-0.16
42591,KU812,Temsirolimus,1
42592,KU812,Olaparib,-1.18
42593,KU812,ABT-888,-1.41
42594,KU812,Bosutinib,0.68
42595,KU812,Lenalidomide,-1.65
42596,KU812,Axitinib,1.07
42597,KU812,AZD7762,1.1
42598,KU812,GW 441756,-0.63
42599,KU812,CEP-701,0.61
42600,KU812,SB 216763,-1.95
42601,KU812,17-AAG,0.13
42602,KU812,VX-702,-0.74
42603,KU812,AMG-706,-1.24
42604,KU812,KU-55933,-1.33
42605,KU812,Elesclomol,0.81
42606,KU812,Afatinib,-0.51
42607,KU812,Vismodegib,-1.57
42608,KU812,PLX4720,-1.18
42609,KU812,BX-795,-0.24
42610,KU812,NU-7441,-0.96
42611,KU812,SL 0101-1,-1.8
42612,KU812,BIRB 0796,-1.94
42613,KU812,JNK Inhibitor VIII,-1.89
42614,KU812,Nutlin-3a,-1.29
42615,KU812,PD-173074,-0.58
42616,KU812,ZM-447439,-0.54
42617,KU812,RO-3306,-1.58
42618,KU812,MK-2206,-0.54
42619,KU812,PD-0332991,-0.63
42620,KU812,NVP-BEZ235,1.01
42621,KU812,GDC0941,-0.56
42622,KU812,AZD8055,0.92
42623,KU812,PD-0325901,1.72
42624,KU812,SB590885,-1.05
42625,KU812,CCT007093,-1.41
42626,KU812,EHT 1864,-0.89
42627,KU812,PF-4708671,-1.22
42628,KU812,JNJ-26854165,-0.8
42629,KU812,TW 37,-0.25
42630,KU812,CCT018159,-1.28
42631,KU812,AG-014699,-1.63
42632,KU812,SB-505124,-1.66
42633,KU812,Tamoxifen,-1.42
42634,KU812,PFI-1,-0.66
42635,KU812,IOX2,0.08
42636,KU812,YK 4-279,-0.78
42637,KU812,(5Z)-7-Oxozeaenol,0.3
42638,KU812,piperlongumine,-0.88
42639,KU812,FK866,2.23
42640,KU812,BMN-673,-0.87
42641,KU812,UNC1215,-0.83
42642,KU812,SGC0946,-0.62
42643,KU812,XAV 939,-1.56
42644,KU812,Trametinib,2.4
42645,KU812,Dabrafenib,-0.25
42646,KU812,Temozolomide,-1.86
42647,KU812,SN-38,1.67
42648,KU812,MLN4924,0.05
42649,GRANTA-519,Erlotinib,-1.33
42650,GRANTA-519,Rapamycin,0.87
42651,GRANTA-519,Sunitinib,-1.48
42652,GRANTA-519,PHA-665752,-1.33
42653,GRANTA-519,MG-132,0.21
42654,GRANTA-519,Paclitaxel,1.56
42655,GRANTA-519,Cyclopamine,-2.09
42656,GRANTA-519,AZ628,-1.36
42657,GRANTA-519,Sorafenib,-1.33
42658,GRANTA-519,VX-680,-0.53
42659,GRANTA-519,Imatinib,-1.33
42660,GRANTA-519,NVP-TAE684,-0.62
42661,GRANTA-519,Crizotinib,-1.2
42662,GRANTA-519,AZD-0530,-1.22
42663,GRANTA-519,S-Trityl-L-cysteine,-0.26
42664,GRANTA-519,Z-LLNle-CHO,0
42665,GRANTA-519,Dasatinib,-0.47
42666,GRANTA-519,GNF-2,-1.14
42667,GRANTA-519,CGP-60474,0.78
42668,GRANTA-519,CGP-082996,-1.65
42669,GRANTA-519,A-770041,-1.31
42670,GRANTA-519,WH-4-023,-1.69
42671,GRANTA-519,BI-2536,0.97
42672,GRANTA-519,BMS-509744,-1.91
42673,GRANTA-519,CMK,-1.28
42674,GRANTA-519,Pyrimethamine,-2
42675,GRANTA-519,A-443654,0.42
42676,GRANTA-519,GW843682X,1.3
42677,GRANTA-519,MS-275,-1.05
42678,GRANTA-519,Parthenolide,-1.56
42679,GRANTA-519,TGX221,-1.82
42680,GRANTA-519,Bortezomib,2.83
42681,GRANTA-519,XMD8-85,-1.54
42682,GRANTA-519,Roscovitine,-2.09
42683,GRANTA-519,Salubrinal,-1.72
42684,GRANTA-519,Lapatinib,-1.28
42685,GRANTA-519,Doxorubicin,0.88
42686,GRANTA-519,Etoposide,-0.23
42687,GRANTA-519,Gemcitabine,1.57
42688,GRANTA-519,Mitomycin C,0.65
42689,GRANTA-519,Vinorelbine,1.79
42690,GRANTA-519,NSC-87877,-2.12
42691,GRANTA-519,QS11,-1.29
42692,GRANTA-519,CP466722,-0.73
42693,GRANTA-519,Midostaurin,-0.16
42694,GRANTA-519,AP-24534,-0.51
42695,GRANTA-519,JNK-9L,-0.1
42696,GRANTA-519,PF-562271,-1.17
42697,GRANTA-519,HG-6-64-1,-0.71
42698,GRANTA-519,DMOG,-2.53
42699,GRANTA-519,FTI-277,-0.99
42700,GRANTA-519,OSU-03012,-0.54
42701,GRANTA-519,Shikonin,0.2
42702,GRANTA-519,AKT inhibitor VIII,-1.43
42703,GRANTA-519,Embelin,-1.41
42704,GRANTA-519,FH535,-1.2
42705,GRANTA-519,PAC-1,-1.19
42706,GRANTA-519,IPA-3,-2.05
42707,GRANTA-519,GSK-650394,-1.97
42708,GRANTA-519,BAY 61-3606,-1.24
42709,GRANTA-519,5-Fluorouracil,-1.42
42710,GRANTA-519,Thapsigargin,0.68
42711,GRANTA-519,Obatoclax Mesylate,-0.61
42712,GRANTA-519,BMS-754807,-0.82
42713,GRANTA-519,OSI-906,-1.44
42714,GRANTA-519,Bexarotene,-1.7
42715,GRANTA-519,Bleomycin,-0.82
42716,GRANTA-519,LFM-A13,-2.23
42717,GRANTA-519,GW-2580,-1.86
42718,GRANTA-519,Phenformin,-3.02
42719,GRANTA-519,Bryostatin 1,1.18
42720,GRANTA-519,Pazopanib,-1.57
42721,GRANTA-519,LAQ824,1.03
42722,GRANTA-519,Epothilone B,1.84
42723,GRANTA-519,GSK-1904529A,-1.03
42724,GRANTA-519,BMS-345541,-0.99
42725,GRANTA-519,Tipifarnib,-1.09
42726,GRANTA-519,Ruxolitinib,-1.71
42727,GRANTA-519,AS601245,-1.62
42728,GRANTA-519,SB-715992,1.41
42729,GRANTA-519,AT-7519,0.16
42730,GRANTA-519,TAK-715,-1.24
42731,GRANTA-519,BX-912,-0.86
42732,GRANTA-519,ZSTK474,0.23
42733,GRANTA-519,AS605240,-0.95
42734,GRANTA-519,GSK1070916,-0.74
42735,GRANTA-519,LY317615,-0.72
42736,GRANTA-519,GSK429286A,-1.84
42737,GRANTA-519,FMK,-2.31
42738,GRANTA-519,CAL-101,-1.33
42739,GRANTA-519,XL-184,-1.74
42740,GRANTA-519,AC220,-0.89
42741,GRANTA-519,CP724714,-1.89
42742,GRANTA-519,STF-62247,-1.97
42743,GRANTA-519,NG-25,-0.8
42744,GRANTA-519,VX-11e,-1.72
42745,GRANTA-519,FR-180204,-2.33
42746,GRANTA-519,Tubastatin A,-2.3
42747,GRANTA-519,YM155,2.19
42748,GRANTA-519,NSC-207895,-2.29
42749,GRANTA-519,AR-42,-0.05
42750,GRANTA-519,CUDC-101,-0.09
42751,GRANTA-519,I-BET 151,-1.75
42752,GRANTA-519,CAY10603,-0.61
42753,GRANTA-519,ABT-869,-1.01
42754,GRANTA-519,BIX02189,-1.74
42755,GRANTA-519,CH5424802,-1.74
42756,GRANTA-519,EKB-569,-0.81
42757,GRANTA-519,GSK2126458,1.73
42758,GRANTA-519,Masitinib,-1.21
42759,GRANTA-519,MP470,-1.54
42760,GRANTA-519,NVP-BHG712,-1.28
42761,GRANTA-519,OSI-930,-1.61
42762,GRANTA-519,OSI-027,0.59
42763,GRANTA-519,CX-5461,-1.19
42764,GRANTA-519,PHA-793887,-0.7
42765,GRANTA-519,PI-103,0.63
42766,GRANTA-519,PIK-93,-1.28
42767,GRANTA-519,TPCA-1,-1.37
42768,GRANTA-519,TG101348,-1.05
42769,GRANTA-519,XL-880,-0.24
42770,GRANTA-519,Y-39983,-2
42771,GRANTA-519,YM201636,-1.08
42772,GRANTA-519,AV-951,0.13
42773,GRANTA-519,GSK690693,-1.36
42774,GRANTA-519,SNX-2112,0.39
42775,GRANTA-519,QL-X-138,-0.14
42776,GRANTA-519,T0901317,-1.49
42777,GRANTA-519,EX-527,-2.22
42778,GRANTA-519,AICAR,-2.98
42779,GRANTA-519,Camptothecin,2.67
42780,GRANTA-519,Vinblastine,1.94
42781,GRANTA-519,Cisplatin,-1.01
42782,GRANTA-519,Cytarabine,0.32
42783,GRANTA-519,Docetaxel,1.92
42784,GRANTA-519,Methotrexate,0.52
42785,GRANTA-519,ATRA,-1.95
42786,GRANTA-519,Gefitinib,-0.73
42787,GRANTA-519,ABT-263,0.46
42788,GRANTA-519,Vorinostat,-0.34
42789,GRANTA-519,Nilotinib,-0.92
42790,GRANTA-519,RDEA119,-1.54
42791,GRANTA-519,CI-1040,-1.3
42792,GRANTA-519,Temsirolimus,0.99
42793,GRANTA-519,Olaparib,-1.71
42794,GRANTA-519,ABT-888,-1.73
42795,GRANTA-519,Bosutinib,-0.18
42796,GRANTA-519,Lenalidomide,-1.73
42797,GRANTA-519,Axitinib,-0.72
42798,GRANTA-519,AZD7762,0.66
42799,GRANTA-519,GW 441756,0.69
42800,GRANTA-519,CEP-701,0.73
42801,GRANTA-519,SB 216763,-2.02
42802,GRANTA-519,17-AAG,-0.74
42803,GRANTA-519,VX-702,-1.33
42804,GRANTA-519,AMG-706,-1.32
42805,GRANTA-519,KU-55933,-1.55
42806,GRANTA-519,Elesclomol,0.51
42807,GRANTA-519,Afatinib,-0.73
42808,GRANTA-519,Vismodegib,-2.03
42809,GRANTA-519,PLX4720,-1.95
42810,GRANTA-519,BX-795,-0.66
42811,GRANTA-519,NU-7441,-0.87
42812,GRANTA-519,SL 0101-1,-2.03
42813,GRANTA-519,BIRB 0796,-1.77
42814,GRANTA-519,JNK Inhibitor VIII,-1.97
42815,GRANTA-519,Nutlin-3a,-0.72
42816,GRANTA-519,PD-173074,-1.33
42817,GRANTA-519,ZM-447439,-0.96
42818,GRANTA-519,RO-3306,-1.62
42819,GRANTA-519,MK-2206,-1.08
42820,GRANTA-519,PD-0332991,-1.47
42821,GRANTA-519,NVP-BEZ235,1.64
42822,GRANTA-519,GDC0941,0.05
42823,GRANTA-519,AZD8055,0.42
42824,GRANTA-519,PD-0325901,-0.23
42825,GRANTA-519,SB590885,-1.73
42826,GRANTA-519,CCT007093,-1.85
42827,GRANTA-519,EHT 1864,-1.88
42828,GRANTA-519,PF-4708671,-1.76
42829,GRANTA-519,JNJ-26854165,-1.24
42830,GRANTA-519,TW 37,0.31
42831,GRANTA-519,ZG-10,-0.7
42832,GRANTA-519,XMD8-92,-1.54
42833,GRANTA-519,CCT018159,-1.34
42834,GRANTA-519,AG-014699,-1.73
42835,GRANTA-519,SB-505124,-1.55
42836,GRANTA-519,Tamoxifen,-1.65
42837,GRANTA-519,PFI-1,-1.47
42838,GRANTA-519,IOX2,0.06
42839,GRANTA-519,(5Z)-7-Oxozeaenol,-0.62
42840,GRANTA-519,piperlongumine,-0.72
42841,GRANTA-519,FK866,2.66
42842,GRANTA-519,BMN-673,-0.99
42843,GRANTA-519,UNC1215,-0.91
42844,GRANTA-519,SGC0946,-0.69
42845,GRANTA-519,XAV 939,-1.23
42846,GRANTA-519,Trametinib,-0.75
42847,GRANTA-519,Dabrafenib,-2
42848,GRANTA-519,Temozolomide,-2.19
42849,GRANTA-519,SN-38,2.42
42850,OV-90,Doxorubicin,0.74
42851,OV-90,Etoposide,-0.15
42852,OV-90,Gemcitabine,1.32
42853,OV-90,Mitomycin C,0.59
42854,OV-90,Vinorelbine,1.59
42855,OV-90,NSC-87877,-1.3
42856,OV-90,QS11,-1.44
42857,OV-90,CP466722,-1.01
42858,OV-90,Midostaurin,-0.15
42859,OV-90,AP-24534,-0.9
42860,OV-90,JNK-9L,-0.17
42861,OV-90,PF-562271,-1.36
